addresspoid,housenum,geo_housenum,geo_streetname,geo_return_code,geo_message,geo_reason_code
5168129,2701-H11,"",GOETHALS ROAD NORTH,13,ADDRESS NBR 2701-H11  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.,1
5168130,2701-H12,"",GOETHALS ROAD NORTH,13,ADDRESS NBR 2701-H12  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.,1
5168131,2701-H13,"",GOETHALS ROAD NORTH,13,ADDRESS NBR 2701-H13  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.,1
5168132,2701-H14,"",GOETHALS ROAD NORTH,13,ADDRESS NBR 2701-H14  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.,1
5168133,2701-H15,"",GOETHALS ROAD NORTH,13,ADDRESS NBR 2701-H15  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.,1
5168134,2701-H16,"",GOETHALS ROAD NORTH,13,ADDRESS NBR 2701-H16  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.,1
5168135,2701-H17,"",GOETHALS ROAD NORTH,13,ADDRESS NBR 2701-H17  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.,1
5168136,2701-H18,"",GOETHALS ROAD NORTH,13,ADDRESS NBR 2701-H18  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.,1
5168258,266,266,WEST SHORE EXPRESSWAY,50,WEST SHORE EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
5168259,172,172,WEST SHORE EXPRESSWAY,50,WEST SHORE EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
5168260,180,180,WEST SHORE EXPRESSWAY,50,WEST SHORE EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
5168942,730,730,3 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5169297,498,498,SURF AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5169321,3205,3205,CONEY ISLAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5170295,3,3,BOROUGH PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
5170296,2,2,BAY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5170457,105,105,GREENE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5170854,164,164,HILLSIDE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5170856,158,158,HILLSIDE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5170946,20-18,20-18,20 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5170948,20-24,20-24,20 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5171609,1241,1241,PATCHEN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5171610,1242,1242,PATCHEN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5172039,4403,4403,GLENWOOD ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
5172324,5325,5325,KINGS PLAZA,42,ADDRESS NUMBER OUT OF RANGE,""
5172326,5333,5333,KINGS PLAZA,42,ADDRESS NUMBER OUT OF RANGE,""
5172389,26191,26191,86 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5172390,26192,26192,86 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5172473,37-25B,37-25B,21 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5172511,74,74,3 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5172579,79-40,79-40,WEST DRIVE,42,ADDRESS NUMBER OUT OF RANGE,""
5172777,7111,7111,CRESCENT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5172778,7112,7112,CRESCENT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5172779,7132,7132,CRESCENT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5173384,54,54,BEACH  208 STREET,41,THIS STREET HAS NO ADDRESSES,""
5173518,61,61,260 STREET,50,260 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
5173635,18,18,MALIBU COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5173646,36,36,EL CAMINO LOOP,42,ADDRESS NUMBER OUT OF RANGE,""
5173760,93-00,93-00,SUTPHIN BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
5173913,191R,191R,BENZIGER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5173930,207,207,STERLING DRIVE,42,ADDRESS NUMBER OUT OF RANGE,""
5174078,59-47,59-47,JUNCTION BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
5174137,197-131,197-131,HIAWATHA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5174514,25-03,25-03,HOYT AVENUE,50,HOYT AVENUE IS AN INVALID STREET NAME FOR THIS LOCATION,1
5174641,159,159,EINSTEIN LOOP,42,ADDRESS NUMBER OUT OF RANGE,""
5174698,72,72,ALBERTA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5176161,103-41,103-41,QUEENS BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
5176237,30-27,30-27,STARR AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5176382,107-02,107-02,166 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5176393,123-65,123-65,147 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5176568,174A,174A,9 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5176681,192,192,VAN DYKE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5177107,365,365,4 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5177421,30-07,30-07,32 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5177547,67-79,67-79,JOHN F KENNEDY CIRCLE,41,THIS STREET HAS NO ADDRESSES,""
5177595,214-07,214-07,217 STREET,50,217 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
5177597,214-09,214-09,217 STREET,50,217 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
5177598,214-11,214-11,217 STREET,50,217 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
5177815,865,865,EAST  139 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5177893,551,551,EAST  138 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5177924,247-09B,247-09B,JAMAICA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5177940,467F,467F,EAST  137 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5178018,41-14,41-14,BELL BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
5178231,1725,1725,EAST  174 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5178315,2430,2430,3 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5178531,201,201,WEST  240 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5178534,3972,3972,3 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5178646,263,263,BALCOM AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5178881,1303,1303,BRONX RIVER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5178940,511A,511A,EAST  148 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5178941,511B,511B,EAST  148 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5178983,2112,2112,BUSSING AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5179263,2,2,COOPER PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
5179266,3,3,COOPER PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
5179269,4,4,COOPER PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
5179272,5,5,COOPER PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
5179275,6,6,COOPER PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
5179308,125A,125A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179309,123A,123A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179310,121A,121A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179311,119A,119A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179313,117A,117A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179314,115A,115A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179315,113A,113A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179316,111A,111A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179317,109A,109A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179318,107A,107A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179319,105A,105A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179320,103A,103A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179321,101A,101A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179322,99A,99A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179323,97A,97A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179324,95A,95A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179325,93A,93A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179326,91A,91A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179327,89A,89A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179356,87A,87A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179357,85A,85A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179358,83A,83A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179359,81A,81A,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5179360,118A,118A,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5179361,116A,116A,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5179362,114A,114A,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5179364,112A,112A,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5179365,110A,110A,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5179366,100A,100A,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5179367,102A,102A,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5179368,104A,104A,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5179369,106A,106A,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5179370,108A,108A,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5180099,2676B,2676B,GRAND CONCOURSE,42,ADDRESS NUMBER OUT OF RANGE,""
5180103,204,204,BEDFORD PARK BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
5180149,47-11,47-11,25 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5180230,1508B,1508B,INWOOD AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5180439,1971,1971,WALTON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5180477,27C,27C,EAST  175 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5180478,27B,27B,EAST  175 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5180630,3530,3530,HEATHCOTE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5180632,1275A,1275A,MORRIS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5180686,1181,1181,LEBANON STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5180749,766,766,MELROSE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5180788,1,1,SCHURZ AVENUE,50,SCHURZ AVENUE IS AN INVALID STREET NAME FOR THIS LOCATION,1
5180893,7,7,LANDING WAY,42,ADDRESS NUMBER OUT OF RANGE,""
5180894,9,9,LANDING WAY,42,ADDRESS NUMBER OUT OF RANGE,""
5180895,11,11,LANDING WAY,42,ADDRESS NUMBER OUT OF RANGE,""
5180896,13,13,LANDING WAY,42,ADDRESS NUMBER OUT OF RANGE,""
5181497,150,150,THROGS NECK EXPRESSWAY,50,THROGS NECK EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
5181543,114N,114N,WHITE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5181551,1024,1024,SOUTHERN BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
5181626,172,172,WALNUT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5181641,36,36,WESTCHESTER SQUARE,42,ADDRESS NUMBER OUT OF RANGE,""
5181753,924,924,WESTCHESTER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5181793,627,627,WHITTIER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5182019,1789,1789,WESTCHESTER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5182251,1795,1795,WESTCHESTER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5182346,48B,48B,NORTH    1 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5182436,320,320,WEST FORDHAM ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
5182560,1537,1537,WATERS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
5182574,2766,2766,WEBSTER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5182619,3182,3182,WEBSTER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5182746,39,39,DISCALA LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5182774,74,74,REYNOLDS STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5182864,1323,1323,38 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5183282,34,34,WEST LOOP ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
5183401,343B,343B,BROADWAY,42,ADDRESS NUMBER OUT OF RANGE,""
5183402,341B,341B,BROADWAY,42,ADDRESS NUMBER OUT OF RANGE,""
5183432,375A,375A,THROOP AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5183494,147-51A,147-51A,231 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5183596,5051/2,505 1/2,WAVERLY AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5183652,817,817,AVENUE OF THE AMERICAS,42,ADDRESS NUMBER OUT OF RANGE,""
5183678,29-22,29-22,QUEENS PLAZA,42,ADDRESS NUMBER OUT OF RANGE,""
5183691,29-70,29-70,NORTHERN BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
5183960,507A,507A,PINE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5183985,407,407,MARCY AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5184046,13,13,EVANS ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
5184107,909,909,MCDONALD AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5184149,41B,41B,ROCKAWAY AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5184153,439A,439A,KNICKERBOCKER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5184154,439B,439B,KNICKERBOCKER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5184164,16,16,MCGUINNESS BLVD SOUTH,42,ADDRESS NUMBER OUT OF RANGE,""
5184184,94,94,NORTH    3 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5184238,42B,42B,BROADWAY,42,ADDRESS NUMBER OUT OF RANGE,""
5184286,61-18,61-18,93 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5184289,40-07,40-07,68 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5184301,67-14R,67-14R,AUSTIN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5184302,67-14L,67-14L,AUSTIN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5184348,11-23,11-23,46 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5184594,246-14,246-14,CAMBRIA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5184678,16A,16A,BUSH AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5184800,80-13,80-13,188 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5184845,96-09,96-09,72 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5184848,170,170,BAY   32 STREET,50,BAY   32 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
5184882,71-50C,71-50C,AUSTIN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5184911,82-11,82-11,CYPRESS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5184963,46-71,46-71,30 PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
5185053,2471/2,247 1/2,EAST   32 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5185146,89-98,89-98,MERRICK BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
5185185,147-41,147-41,ASH AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5185234,227,227,CHERRY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5185330,117-25,117-25,EVERITT PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
5185352,469,469,EAST  147 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5185356,44B,44B,MARJORIE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5185363,550G,550G,GULF AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5185368,540G,540G,GULF AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5185498,19B,19B,ELDRIDGE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5185499,21A,21A,ELDRIDGE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5185511,186,186,FRONT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5185622,66-21,66-21,TRAFFIC AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5185629,36-03D,36-03D,COLLEGE POINT BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
5185644,85-32A,85-32A,131 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5185801,56-72B,56-72B,49 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5185853,18,18,EDGEVIEW LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5185875,150-30,150-30,135 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5186002,23-68B,23-68B,48 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186104,510B,510B,BAY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186106,510A,510A,BAY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186234,8,8,HILL COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186285,33,33,CADMAN PLAZA EAST,50,CADMAN PLAZA EAST IS AN INVALID STREET NAME FOR THIS LOCATION,1
5186286,35,35,CADMAN PLAZA EAST,50,CADMAN PLAZA EAST IS AN INVALID STREET NAME FOR THIS LOCATION,1
5186447,1926F,1926F,CROSS BRONX EXPRESSWAY,42,ADDRESS NUMBER OUT OF RANGE,""
5186467,89B,89B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186468,91B,91B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186469,93B,93B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186470,95B,95B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186471,97B,97B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186472,99B,99B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186473,101B,101B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186474,103B,103B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186475,105B,105B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186476,107B,107B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186477,109B,109B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186478,111B,111B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186479,113B,113B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186480,115B,115B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186481,117B,117B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186482,119B,119B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186483,121B,121B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186484,123B,123B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186485,125B,125B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186486,81B,81B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186487,83B,83B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186488,85B,85B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186489,87B,87B,HORIZON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5186490,118B,118B,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5186491,116B,116B,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5186492,114B,114B,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5186493,112B,112B,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5186494,110B,110B,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5186495,108B,108B,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5186496,106B,106B,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5186497,104B,104B,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5186498,102B,102B,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5186499,100B,100B,HORIZON LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5186574,125,125,METROPOLITAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5186636,1710,1710,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186637,1730,1730,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186638,1719,1719,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186640,1801,1801,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186642,1841,1841,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186666,2333,2333,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186666,2335,2335,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186667,2339,2339,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186669,2227,2227,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186670,2221,2221,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186671,2167,2167,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186672,2133,2133,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186673,2131,2131,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186674,2129,2129,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186675,2127,2127,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186676,2125,2125,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186677,2115,2115,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186678,1995,1995,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186679,1949,1949,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186784,133-24,133-24,131 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5186850,2900,2900,CAMPUS ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
5186901,184-24,184-24,SOUTH CONDUIT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5186911,100-36,100-36,200 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187002,278,278,MONITOR STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187003,282,282,MONITOR STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187009,111,111,BUNNELL COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5187046,623,623,EAST   83 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187068,477S,477S,EAST  137 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187069,465F,465F,EAST  137 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187070,477F,477F,EAST  137 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187076,422B,422B,BARTLETT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5187195,41-39A,41-39A,KISSENA BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
5187239,33-10,33-10,101 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187241,33-08,33-08,101 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187286,386,386,LINCOLN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5187342,18A,18A,COURTNEY LOOP,42,ADDRESS NUMBER OUT OF RANGE,""
5187344,14A,14A,NEW LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5187347,120J,120J,DINSMORE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187407,84-37A,84-37A,118 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187530,934B,934B,CLOVE WAY,42,ADDRESS NUMBER OUT OF RANGE,""
5187531,936A,936A,CLOVE WAY,42,ADDRESS NUMBER OUT OF RANGE,""
5187532,936,936,CLOVE WAY,42,ADDRESS NUMBER OUT OF RANGE,""
5187533,936B,936B,CLOVE WAY,42,ADDRESS NUMBER OUT OF RANGE,""
5187534,938A,938A,CLOVE WAY,42,ADDRESS NUMBER OUT OF RANGE,""
5187535,938B,938B,CLOVE WAY,42,ADDRESS NUMBER OUT OF RANGE,""
5187536,940A,940A,CLOVE WAY,42,ADDRESS NUMBER OUT OF RANGE,""
5187537,940B,940B,CLOVE WAY,42,ADDRESS NUMBER OUT OF RANGE,""
5187540,429,429,NARROWS ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
5187541,425,425,NARROWS ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
5187542,423,423,NARROWS ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
5187543,417,417,NARROWS ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
5187544,415,415,NARROWS ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
5187545,100,100,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187546,102,102,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187547,106,106,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187548,108,108,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187549,110,110,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187550,112,112,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187551,117,117,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187552,113,113,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187553,111,111,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187556,76,76,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187557,75,75,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187558,77,77,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187559,79,79,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187560,81,81,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5187561,83,83,LESTER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
